Date,SP,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,COUNT_#,% HOW CONFIDENT WE ARE,NOTES
8/17/2023,PS3,Noctuidae,Plusiinae,,Plusia,putnami,1,,
6/16/2023,CP2,Noctuidae,,,Plusia,venusta,1,,
6/22/2023,CP4,Noctuidae,Plusiinae,,Plusia,venusta,1,,
7/25/2023,NB5,Noctuidae,Plusiinae,,Plusia,venusta,1,,
6/15/2023,PS1,Noctuidae,,,Plusia,,,,Plusia genus
7/18/2023,NB1,Noctuidae,Noctuinae,,Polia,imbrifera,2,,
7/7/2023,CP7,Noctuidae,Noctuinae,,Polia,nimbosa,1,,
8/16/2023,NB5,Noctuidae,Noctuniae,,Polia,purpurissata,2,,Both the same spp?
8/17/2023,PS3,Noctuidae,Noctuniae,,Polia,purpurissata,2,,
6/22/2023,CP7,Cossidae,,,Prionoxystus,robiniae,1,,male
6/30/2023,PS1,Cossidae,,,Prionoxystus,robiniae,1,,
6/30/2023,PS3,Cossidae,,,Prionoxystus,robiniae,2,,
7/5/2023,NB3,Cossidae,,,Prionoxystus,robiniae,1,,
6/14/2023,NB2,Geometridae,,,Probole,alienaria,3,,
7/25/2023,NB2,Geometridae,Ennominae,,Probole,amicaria,1,,
8/2/2023,PS1,Geometridae,Ennominae,,Probole,amicaria,1,,
6/2/2023,NB2,Geometridae ,,,Probole,amicaria,1,,
6/2/2023,NB3,Geometridae ,,,Probole,amicaria,1,,
6/2/2023,NB3,Geometridae ,Ennominae,,Probole,amicaria,1,75,tattered wings
5/24/2023,NB2,Geometridae,,,Probole,,2,,
6/14/2023,NB5,Geometridae,,,Probole ,alienaria,2,,
6/4/2023,CP2,Geometridae,,,Probole ,amicaria,1,50,Friendly Probole Moth??
7/26/2023,PS1,Geometridae,Ennominae,,Prochoerodes,lineola,1,,
7/26/2023,PS2,Geometridae,Ennominae,,Prochoerodes,lineola,1,,
7/26/2023,PS3,Geometridae,Ennominae,,Prochoerodes,lineola,4,,
8/2/2023,PS4,Geometridae,Ennominae,,Prochoerodes,lineola,1,,
8/16/2023,NB2,Geometridae,Ennominae,,Prochoerodes,lineola,1,,
8/17/2023,PS1,Geometridae,Ennominae,,Prochoerodes,lineola,2,,
9/12/2023,NB1,Geometridae,Ennominae,,Prochoerodes,lineola,1,,
7/19/2023,PS2,Geometridae,Ennominae,,Protitame,virginalis,1,80,hindwing pretty worn
6/15/2023,PS2,Geometridae,,,Protitame ,virginalis,1,,
6/20/2023,NB1,Geometridae,,,Protitame ,virginalis,2,,
7/18/2023,NB2,Geometridae,Ennominae,,Protoboarmia,porcelaria,2,,
6/29/2023,NB5,Noctuidae,Eustrotiinae,,Protodeltote,albidula,2,,
7/5/2023,NB5,Noctuidae,Eustrotiinae,,Protodeltote,albidula,1,,
7/20/2023,CP4,Noctuidae,Eustrotiinae,,Protodeltote,albidula,1,,
7/25/2023,NB2,Noctuidae,Eustrotiinae,,Protodeltote,albidula,1,80,upside down
6/21/2023,PS5,Noctuidae,Eustrotiinae,,Protodeltote,muscosula,4,,
6/3/2023,PS3,Noctuidae,,,Protorthodes,oviduca,1,,
7/20/2023,CP4,Noctuidae,,,Protorthodes,oviduca,1,,
5/24/2023,NB2,Noctuidae,,,Protorthodes,,7,,inat
6/2/2023,NB1,Noctuidae,,,Protorthodes,,1,,
6/4/2023,CP4,Noctuidae,,,Protorthodes,,1,,
5/24/2023,NB3,Noctuidae,,,Protorthodes ,oviduca,8,,
6/4/2023,CP2,Noctuidae,,,Protorthodes ,oviduca,21,50,ruddy quaker moth?? Probable Noctuidae.. need confirmation
5/24/2023,NB5,Noctuidae,,,Protorthodes ,,16,,
6/3/2023,PS4,Noctuidae,,,Proxenus,miranda,1,50,
6/16/2023,CP2,Noctuidae,,,Proxenus,miranda,2,,
6/16/2023,CP4,Noctuidae,,,Proxenus,miranda,1,,
6/29/2023,NB2,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
6/29/2023,NB3,Noctuidae,Noctuinae,,Proxenus,miranda,5,,
6/29/2023,NB5,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
6/30/2023,PS2,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
7/5/2023,NB3,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
7/5/2023,NB5,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
7/18/2023,NB1,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
7/18/2023,NB5,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Proxenus,miranda,1,,
6/3/2023,PS3,Noctuidae,,,Pseudeustrotia ,carneola,1,,
7/18/2023,NB5,Gelechiidae,Gelechiinae,,Pseudochelaria,pennsylvanica,1,,
6/21/2023,PS1,Tortricidae ,,,Pseudosciaphila ,duplex,1,,
10/6/2023,CP2,Gelechiidae,Gelechiinae,,Pseudotelphusa,,1,80,
6/29/2023,NB5,Depressariidae,,,Psilocorsis,reflexella,4,80,fairly worn -- family changed since Peterson published
8/2/2023,PS1,Crambidae,Pyraustinae,,Pyrausta,acrionalis,1,,
6/21/2023,PS3,Crambidae,,,Pyrausta,signatalis,2,,
6/22/2023,CP2,Crambidae,Pyraustinae,,Pyrausta,signatalis,3,,
6/22/2023,CP2,Crambidae,Pyraustinae,,Pyrausta,socialis,10,,
7/25/2023,NB2,Crambidae,Pyraustinae,,Pyrausta,socialis,1,,
7/25/2023,NB5,Crambidae,Pyraustinae,,Pyrausta,socialis,1,,
5/24/2023,NB5,Crambidae,,,Pyrausta,,1,,mint moths
6/20/2023,NB2,Crambidae,,,Pyrausta,,1,,Mint Moths (very small about 1cm)
7/26/2023,PS2,Crambidae,Pyraustinae,,Pyrausta,,2,,socialis or fodinalis
7/27/2023,CP2,Crambidae,Pyraustinae,,Pyrausta,,11,,either socialis or fodinalis
8/1/2023,NB1,Crambidae,Pyraustinae,,Pyrausta,,2,,either socialis or fodinalis
8/1/2023,NB5,Crambidae,Pyraustinae,,Pyrausta,,1,,either socialis or fodinalis
8/2/2023,PS4,Crambidae,Pyraustinae,,Pyrausta,,1,,acrionalis?
8/16/2023,NB5,Crambidae,Pyraustinae,,Pyrausta,,1,,either socialis or fodinalis
8/17/2023,PS1,Crambidae,Pyraustinae,,Pyrausta,,1,,socialis or fodinalis
7/19/2023,PS2,Crambidae,Pyraustinae,,Pyrausta ,acrionalis,1,,
6/22/2023,CP4,Crambidae,Pyraustinae,,Pyrausta ,signatalis,2,,
7/5/2023,NB5,Crambidae,Pyraustinae,,Pyrausta ,signatalis,2,,
6/22/2023,CP3,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
6/22/2023,CP4,Crambidae,Pyraustinae,,Pyrausta ,socialis,5,,
6/22/2023,CP5,Crambidae,Pyraustinae,,Pyrausta ,socialis,4,,
6/22/2023,CP6,Crambidae,Pyraustinae,,Pyrausta ,socialis,2,,
6/22/2023,CP7,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/5/2023,NB5,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/6/2023,PS1,Crambidae,Pyraustinae,,Pyrausta ,socialis,4,,
7/6/2023,PS2,Crambidae,Pyraustinae,,Pyrausta ,socialis,4,,
7/7/2023,CP2,Crambidae,Pyraustinae,,Pyrausta ,socialis,4,,
7/7/2023,CP3,Crambidae,Pyraustinae,,Pyrausta ,socialis,2,,
7/7/2023,CP4,Crambidae,Pyraustinae,,Pyrausta ,socialis,1,,
7/7/2023,CP7,Crambidae,Pyraustinae,,Pyrausta ,socialis,1,,
7/18/2023,NB1,Crambidae,Pyraustinae,,Pyrausta ,socialis,4,,
7/18/2023,NB2,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/18/2023,NB3,Crambidae,Pyraustinae,,Pyrausta ,socialis,1,,
7/18/2023,NB5,Crambidae,Pyraustinae,,Pyrausta ,socialis,7,,
7/19/2023,PS2,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/19/2023,PS4,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/19/2023,PS5,Crambidae,Pyraustinae,,Pyrausta ,socialis,1,,
7/20/2023,CP3,Crambidae,Pyraustinae,,Pyrausta ,socialis,3,,
7/20/2023,CP7,Crambidae,Pyraustinae,,Pyrausta ,socialis,10,,
5/7/2023,CP2,Noctuidae,,,Pyreferra ,pettiti,1,,
5/7/2023,CP3,Noctuidae,,,Pyreferra ,pettiti ,1,,
5/7/2023,CP5,Noctuidae,,,Pyreferra ,pettiti ,1,,
6/15/2023,PS1,Erebidae,,,Pyrrharctia,isabella,1,,isabella tiger moth
6/22/2023,CP6,Erebidae,Arctiinae,,Pyrrharctia,isabella,1,,
6/30/2023,PS5,Erebidae,Arctiinae,,Pyrrharctia,isabella,1,,
7/5/2023,NB2,Erebidae,Arctiinae,,Pyrrharctia,isabella,1,,
7/7/2023,CP3,Erebidae,Arctiinae,,Pyrrharctia,isabella,1,,
6/15/2023,PS1,Erebidae,,,Pyrrharctia ,isabella,1,,isabella tiger moth
6/22/2023,CP2,Noctuidae,Dilobinae,,Raphia,frater,1,,
7/6/2023,PS1,Noctuidae,Dilobinae,,Raphia,frater,2,,
7/7/2023,CP3,Noctuidae,Dilobinae,,Raphia,frater,1,,badly worn
7/19/2023,PS2,Noctuidae,Dilobinae,,Raphia,frater,1,,
7/19/2023,PS4,Noctuidae,Dilobinae,,Raphia,frater,1,,
7/19/2023,PS5,Noctuidae,Dilobinae,,Raphia,frater,1,,
7/20/2023,CP3,Noctuidae,Dilobinae,,Raphia,frater,1,,
8/17/2023,PS3,Noctuidae,Dilobinae,,Raphia,frater,1,,
6/14/2023,NB5,Noctuidae,,,Raphia ,frater,1,,
6/22/2023,CP4,Noctuidae,Dilobinae,,Raphia ,frater,1,,
6/30/2023,PS2,Noctuidae,Dilobinae,,Raphia ,frater,1,,
7/5/2023,NB2,Noctuidae,Dilobinae,,Raphia ,frater,1,,
9/22/2023,CP2,Erebidae,Hermeniinae,,Renia,adspergillus,1,,
7/18/2023,NB2,Erebidae,Hermeniinae,,Renia,flavipunctalis,2,,
7/20/2023,CP3,Erebidae,Hermeniinae,,Renia,flavipunctalis,2,,
8/2/2023,PS2,Erebidae,Hermeniinae,,Renia,flavipunctalis,1,,Male (tuft of scales beyond midpoint of antennae visible)
8/2/2023,PS4,Erebidae,Hermeniinae,,Renia,flavipunctalis,1,,female?
8/16/2023,NB1,Erebidae,Hermeniinae,,Renia,flavipunctalis,1,,
8/16/2023,NB5,Erebidae,Hermeniinae,,Renia,flavipunctalis,2,,males (tufts behind midpoint of antennae visible)
8/17/2023,PS1,Erebidae,Hermeniinae,,Renia,flavipunctalis,2,,Males; tufts of scales beyond midpoint of antennae visible
8/17/2023,PS3,Erebidae,Hermeniinae,,Renia,flavipunctalis,3,,Male; tufts of scales beyond midpoint of antennae visible
8/2/2023,PS4,Erebidae,Hermeniinae,,Renia,sobrialis,1,,male (tuft beyond midpoint of antennae visible)
6/21/2023,PS1,Erebidae,,,Renia,spbrialis,2,,
6/22/2023,CP3,Erebidae,Hermeniinae,,Renia,,1,,badly worn
7/25/2023,NB3,Erebidae,Hermeniinae,,Renia,,3,,badly worn
8/2/2023,PS2,Erebidae,Hermeniinae,,Renia,,2,,Male (both have tuft beyond midpoint of antennae); scales very worn
8/16/2023,NB1,Erebidae,Hermeniinae,,Renia,,1,,male (tuft beyond midpoint of antennae visible)
8/16/2023,NB2,Erebidae,Hermeniinae,,Renia,,2,,scales very worn on both specimens
8/16/2023,NB5,Erebidae,Hermeniinae,,Renia,,1,,scales very worn
6/21/2023,PS2,Erebidae ,,,Renia ,spbrialis,1,,
7/25/2023,NB3,Geometridae,Larentiinae,,Rheumaptera,,1,,species complex
6/16/2023,CP4,Geometridae,,,,,4,,
6/22/2023,CP5,Erebidae,Rivulinae,,Rivula,propinqualis,1,,
9/26/2023,NB2,Crambidae,Scopariinae,,Scoparia,biplagialis,1,,
9/26/2023,NB2,Crambidae,Scopariinae,,Scoparia,biplagialis,1,,
6/22/2023,CP3,Geometridae,Sterrhinae,,Scopula,inductata,1,,
7/18/2023,NB3,Geometridae,Sterrhinae,,Scopula,limboundata,1,,
7/18/2023,NB5,Geometridae,Sterrhinae,,Scopula,limboundata,1,,
7/20/2023,CP3,Geometridae,Sterrhinae,,Scopula,limboundata,1,,
5/26/2023,PS3,Noctuidae,,,Sideridis,rosea,1,,
7/18/2023,NB1,Crambidae,Pyraustinae,,Sitochroa,palealis,1,,
7/25/2023,NB5,Crambidae,Pyraustinae,,Sitochroa,palealis,1,,
5/26/2023,PS4,Sphingidae,,,Smerinthus,cerisyi,2,,
6/16/2023,CP6,Sphingidae,,,Smerinthus,cerisyi,1,,
6/20/2023,NB3,Sphingidae,,,Smerinthus,cerisyi,1,,
7/26/2023,PS1,Sphingidae,Smerinthinae,,Smerinthus,cerisyi,1,,hindwing not visible
5/16/2023,CP3,Sphingidae,,,Smerinthus,jamaicensis,3,,
5/16/2023,CP6,Sphingidae,,,Smerinthus,jamaicensis,3,,
6/2/2023,NB1,Sphingidae,,,Smerinthus,jamaicensis,2,,
6/16/2023,CP4,Sphingidae,,,Smerinthus,jamaicensis,1,,
6/16/2023,CP5,Sphingidae,,,Smerinthus,jamaicensis,2,,Twin spotted sphinx
6/16/2023,CP7,Sphingidae,,,Smerinthus,jamaicensis,1,,
6/20/2023,NB3,Sphingidae,,,Smerinthus,jamaicensis,1,,
6/21/2023,PS1,Sphingidae,,,Smerinthus,jamaicensis,1,,
6/21/2023,PS2,Sphingidae,,,Smerinthus,jamaicensis,2,,
6/29/2023,NB1,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
6/29/2023,NB2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
6/29/2023,NB3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
6/29/2023,NB5,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
6/30/2023,PS1,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/5/2023,NB2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/5/2023,NB3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
7/7/2023,CP2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/7/2023,CP3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/7/2023,CP4,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/7/2023,CP7,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/18/2023,NB2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/18/2023,NB3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/19/2023,PS4,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/19/2023,PS5,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
7/20/2023,CP3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
7/20/2023,CP4,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/20/2023,CP6,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/20/2023,CP7,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
7/25/2023,NB2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
7/25/2023,NB5,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/25/2023,NB5,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/26/2023,PS3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
7/26/2023,PS5,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,hindwings not visible
7/27/2023,CP2,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
8/1/2023,NB3,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,2,,
8/2/2023,PS1,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
8/2/2023,PS4,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
10/6/2023,CP7,Sphingidae,Smerinthinae,,Smerinthus,jamaicensis,1,,
5/24/2023,NB3,Sphingidae ,,,Smerinthus,jamaicensis ,3,,
6/3/2023,PS5,Sphingidae ,,,Smerinthus,jamaicensis ,2,,twin-spotted 
6/4/2023,CP2,Sphingidae ,,,Smerinthus,jamaicensis ,1,,twin-spotted 
5/24/2023,NB2,Sphingidae,,,Smerinthus,,4,,eyed hawkmoths
6/14/2023,NB1,Sphingidae ,,,Smerinthus ,cerisyi,1,,one eyed sphinx
6/3/2023,PS3,Sphingidae,,,Smerinthus ,jamaicensis,2,,sexual dimorphism 
6/3/2023,PS4,Sphingidae,,,Smerinthus ,jamaicensis,4,,
6/14/2023,NB2,Sphingidae,,,Smerinthus ,jamaicensis,1,,
6/14/2023,NB5,Sphingidae,,,Smerinthus ,jamaicensis,2,,
6/16/2023,CP2,Sphingidae,,,Smerinthus ,jamaicensis,3,,
6/20/2023,NB5,Sphingidae,,,Smerinthus ,jamaicensis,1,,
6/3/2023,PS2,Sphingidae,,,Smerinthus ,,2,,eyed hawkmoths
9/22/2023,CP2,Noctuidae,Noctuinae,,Spaelotis,clandestina,3,,
9/22/2023,CP4,Noctuidae,Noctuinae,,Spaelotis,clandestina,2,,
9/22/2023,CP4,Noctuidae,Noctuniae,Noctuini,Spaelotis,clandestina,2,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Spaelotis,clandestina,7,,
9/22/2023,CP5,Noctuidae,Noctuniae,Noctuini,Spaelotis,clandestina,7,,
9/22/2023,CP7,Noctuidae,Noctuinae,,Spaelotis,clandestina,2,,
9/22/2023,CP7,Noctuidae,Noctuniae,Noctuini,Spaelotis,clandestina,2,,
9/26/2023,NB3,Noctuidae,Noctuniae,Noctuini,Spaelotis,clandestina,1,,
9/27/2023,PS1,Noctuidae,Noctuinae,,Spaelotis,clandestina,1,,
10/4/2023,NB5,Noctuidae,Noctuinae,,Spaelotis,clandestina,1,,
6/29/2023,NB1,Erebidae,Boletobiinae,,Spargaloma,sexpunctata,1,,
7/19/2023,PS2,Erebidae,Boletobiinae,,Spargaloma,sexpunctata,1,,
6/21/2023,PS3,Tortricidae,,,Sparganothis,boweri,3,,
6/21/2023,PS4,Tortricidae,Tortricinae,,Sparganothis,boweri,3,,
6/21/2023,PS5,Tortricidae,Tortricinae,,Sparganothis,boweri,4,,
7/5/2023,NB5,Tortricidae,Tortricinae,,Sparganothis,boweri,1,,
7/25/2023,NB3,Tortricidae,Tortricinae,,Sparganothis,boweri,1,,
8/1/2023,NB5,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,sulphureana,3,,
9/14/2023,PS2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,sulphureana,1,,
9/26/2023,NB5,Tortricidae,Tortricinae,,Sparganothis,sulphureana,1,,
9/26/2023,NB5,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,sulphureana,1,,
6/30/2023,PS2,Tortricidae,Tortricinae,,Sparganothis,unifasciana,2,,
7/5/2023,NB3,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/6/2023,PS2,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/7/2023,CP4,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/7/2023,CP7,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/18/2023,NB2,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/18/2023,NB3,Tortricidae,Tortricinae,,Sparganothis,unifasciana,2,,
7/18/2023,NB5,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/19/2023,PS5,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/20/2023,CP4,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/20/2023,CP6,Tortricidae,Tortricinae,,Sparganothis,unifasciana,2,,
7/20/2023,CP7,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/25/2023,NB3,Tortricidae,Tortricinae,,Sparganothis,unifasciana,1,,
7/26/2023,PS2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
7/26/2023,PS5,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
7/27/2023,CP2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
8/1/2023,NB1,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,5,,
8/1/2023,NB2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
8/1/2023,NB3,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,8,,
8/1/2023,NB5,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,3,,
8/2/2023,PS1,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
8/2/2023,PS2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
8/2/2023,PS4,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,2,,scales very worn on 1 specimen
8/16/2023,NB2,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
8/16/2023,NB5,Tortricidae,Tortricinae,Sparganothidini,Sparganothis,unifasciana,1,,
6/16/2023,CP4,Sphingidae,,,Sphinx,gordius,1,,
7/7/2023,CP2,Sphingidae,Sphinginae,,Sphinx,kalmiae,1,,
7/18/2023,NB1,Sphingidae,Sphinginae,,Sphinx,kalmiae,1,,
7/20/2023,CP4,Sphingidae,Sphinginae,,Sphinx,kalmiae,1,,
6/2/2023,NB3,Sphingidae,,,Sphinx,poecila,2,,
6/4/2023,CP2,Sphingidae,,,Sphinx,poecila,1,,northern apple sphinx
6/4/2023,CP3,Sphingidae,,,Sphinx,poecila,1,,northern apple sphinx
6/15/2023,PS1,Sphingidae,,,Sphinx,poecila,2,,northern apple sphinx
6/15/2023,PS3,Sphingidae,,,Sphinx,poecila,1,,
6/20/2023,NB1,Sphingidae,,,Sphinx,poecila,1,,
6/21/2023,PS2,Sphingidae,,,Sphinx,poecila,3,,
6/21/2023,PS5,Sphingidae,Sphinginae,,Sphinx,poecila,2,,
6/22/2023,CP2,Sphingidae,Sphinginae,,Sphinx,poecila,1,,
6/22/2023,CP3,Sphingidae,Sphinginae,,Sphinx,poecila,2,,
6/22/2023,CP6,Sphingidae,Sphinginae,,Sphinx,poecila,1,,
6/30/2023,PS2,Sphingidae,Sphinginae,,Sphinx,poecila,1,,
6/14/2023,NB1,Sphingidae ,,,Sphinx,poecila,1,,northern apple
5/24/2023,NB2,Sphingidae,,,Sphinx,,1,,looks different than above
6/2/2023,NB2,Sphingidae,,,Sphinx,,1,,
6/3/2023,PS4,Sphingidae,,,Sphinx ,drupiferarum,1,,
6/15/2023,PS2,Sphingidae,,,Sphinx ,gordius,2,,
6/16/2023,CP2,Sphingidae,,,Sphinx ,gordius,1,,
5/26/2023,PS4,Sphingidae,,,Sphinx ,gordius ,1,,
5/24/2023,NB1,Sphingidae,,,Sphinx ,kalmiae,4,,"colour and shape looks like it, not sure"
6/14/2023,NB2,Sphingidae,,,Sphinx ,poecila,2,,
6/16/2023,CP3 ,Sphingidae,,,Sphinx ,poecila,3,,
6/29/2023,NB1,Erebidae,Arctiinae,,Spilosoma,congrua,2,,unbanded legs
6/29/2023,NB2,Erebidae,Arctiinae,,Spilosoma,congrua,1,,
6/29/2023,NB3,Erebidae,Arctiinae,,Spilosoma,congrua,4,,
7/18/2023,NB3,Erebidae,Arctiinae,,Spilosoma,congrua,1,80,need to see underside
6/21/2023,PS3,Erebidae,,,Spilosoma,virginica,2,,
5/24/2023,NB1,Erebidae,,,Spilosoma,,10,,
5/24/2023,NB2,Erebidae,,,Spilosoma,,5,,
5/24/2023,NB3,Erebidae,,,Spilosoma,,5,,
5/24/2023,NB5,Erebidae,,,Spilosoma,,5,,
6/2/2023,NB1,Erebidae,,,Spilosoma,,6,,
6/2/2023,NB2,Erebidae,,,Spilosoma,,2,,
6/2/2023,NB3,Erebidae,,,Spilosoma,,5,,
6/14/2023,NB1,Erebidae,,,Spilosoma,,3,,
6/15/2023,PS4,Erebidae,,,Spilosoma,,1,,
6/20/2023,NB5,Erebidae,,,Spilosoma,,1,,
6/21/2023,PS4,Erebidae,Arctiinae,,Spilosoma,,1,,Dirty and upside down
6/21/2023,PS5,Erebidae,Arctiinae,,Spilosoma,,2,,Low res photo
6/30/2023,PS3,Erebidae,Arctiinae,,Spilosoma,,1,,bad photo
7/5/2023,NB3,Erebidae,Arctiinae,,Spilosoma,,1,,bad picture
7/5/2023,NB5,Erebidae,Arctiinae,,Spilosoma,,1,,Need to see legs
7/20/2023,CP6,Erebidae,Arctiinae,,Spilosoma,,1,,no close up
6/20/2023,NB2,Erebidae,,,Spilosoma,congrua,1,,
5/26/2023,PS5,Erebidae,,,Spilosoma ,congrua ,1,,
6/16/2023,CP6,Erebidae,,,Spilosoma ,congrua ,1,,
6/20/2023,NB1,Erebidae,,,Spilosoma ,congrua ,3,,
6/20/2023,NB3,Erebidae,,,Spilosoma ,congrua ,1,,
6/14/2023,NB5,Erebidae,,,Spilosoma ,virginica,1,,
6/14/2023,NB5,Erebidae ,,,Spilosoma ,,1,,
6/14/2023,NB2,Noctuidae,,,Spiramater,lutra,2,,
6/20/2023,NB3,Noctuidae,,,Spiramater,lutra,1,,
6/21/2023,PS2,Noctuidae ,,,Spiramater,lutra,1,,
6/15/2023,PS5,Noctuidae ,,,Spiramater,,1,,
7/18/2023,NB1,Noctuidae,Noctuinae,,Striacosta,albicosta,1,,
7/19/2023,PS5,Noctuidae,Noctuinae,,Striacosta,albicosta,1,,
7/20/2023,CP7,Noctuidae,Noctuinae,,Striacosta,albicosta,1,,
7/25/2023,NB5,Noctuidae,Noctuinae,,Striacosta,albicosta,1,,
7/26/2023,PS1,Noctuidae,Noctuinae,Glottulini,Striacosta,albicosta,2,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Sunira,bicolorago,1,,
10/6/2023,CP7,Noctuidae,Noctuinae,,Sunira,bicolorago,1,,
6/21/2023,PS2,Noctuidae ,,,Sunira,bicolorago,1,,
9/12/2023,NB5,Noctuidae,Noctuniae,Xylenini,Sutyna,privata,1,,
9/14/2023,PS2,Noctuidae,Noctuniae,Xylenini,Sutyna,privata,1,,
9/15/2023,CP5,Noctuidae,Noctuniae,Xylenini,Sutyna,privata,1,,
9/22/2023,CP2,Noctuidae,Noctuinae,,Sutyna,privata,1,,
9/22/2023,CP2,Noctuidae,Noctuniae,Xylenini,Sutyna,privata,1,,
9/22/2023,CP7,Noctuidae,Noctuinae,,Sutyna,privata,2,,
9/22/2023,CP7,Noctuidae,Noctuniae,Xylenini,Sutyna,privata,2,,
9/27/2023,PS4,Noctuidae,Noctuinae,,Sutyna,privata,1,,
6/21/2023,PS4,Notodontidae,,,Symmerista,,1,,
6/30/2023,PS5,Notodontidae,,,Symmerista,,1,,Impossible to differentiate
7/6/2023,PS1,Notodontidae,,,Symmerista,,1,,Need caterpillar to ID species
6/21/2023,PS3,Notodontidae,,,Symmerista ,albifrons,1,50,
6/14/2023,NB5,Notodontidae ,,,Symmerista ,albifrons,2,,
6/20/2023,NB3,Notodontidae ,,,Symmerista ,albifrons,1,,
6/14/2023,NB5,Notodontidae ,,,Symmerista ,,1,,
9/22/2023,CP2,Noctuidae,Oncocnemidinae,,Sympistis,chionanthi,1,,
9/22/2023,CP2,Noctuidae,Oncocnemidinae,,Sympistis,chionanthi,1,,
7/26/2023,PS1,Noctuidae,Oncocnemidinae,,Sympistis,dinalda,1,,
