Date,SP,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,COUNT_#,% HOW CONFIDENT WE ARE,NOTES
9/12/2023,NB5,Crambidae,Crambinae,,Microcrambus,,1,,elegans?
6/14/2023,NB5,Notodontidae ,,,Misogada,unicolor,1,,
5/7/2023,CP2,Noctuidae,,,Morrisonia,evicta,2,,
5/9/2023,PS2,Noctuidae,,,Morrisonia,evicta,3,,
5/16/2023,CP7,Noctuidae,,,Morrisonia,evicta,5,,
6/14/2023,NB5,Noctuidae,,,Morrisonia,evicta,1,,
5/16/2023,CP3,Noctuidae ,,,Morrisonia,evicta ,3,,
5/7/2023,CP7,Noctuidae ,,,Morrisonia ,confusa,2,,
6/2/2023,NB3,Noctuidae ,,,Morrisonia ,confusa,1,50,
6/14/2023,NB5,Noctuidae,,,Morrisonia ,confusa ,1,,
6/15/2023,PS2,Noctuidae,,,Morrisonia ,confusa ,2,,
6/16/2023,CP2,Noctuidae,,,Morrisonia ,confusa ,1,,
5/9/2023,PS4,Noctuidae,,,Morrisonia ,evicta,3,,
5/7/2023,CP5,Noctuidae ,,,Morrisonia ,evicta,2,,
5/7/2023,CP7,Noctuidae ,,,Morrisonia ,evicta,2,,
5/24/2023,NB3 ,Noctuidae ,,,Morrisonia ,evicta,,,
5/15/2023,NB4,Noctuidae,,,Morrisonia ,evicta ,2,,
5/7/2023,CP6,Noctuidae,,,Morrisonia ,latex,1,,
7/19/2023,PS2,Noctuidae,Noctuinae,,Mythimna,oxygala,1,,
7/20/2023,CP3,Noctuidae,Noctuinae,,Mythimna,oxygala,1,,
7/20/2023,CP4,Noctuidae,Noctuinae,,Mythimna,oxygala,1,,
7/20/2023,CP3,Noctuidae,Noctuinae,,Mythimna,unipuncta,1,,
9/21/2023,PS3,Noctuidae,Noctuinae,,Mythimna,unipuncta,1,,
9/21/2023,PS3,Noctuidae,Noctuniae,Leucaniini,Mythimna,unipuncta,1,,
6/15/2023,PS5,Noctuidae,,,Mythimna ,oxygala,1,,Lesser Wainscot
7/20/2023,CP4,Noctuidae,Noctuinae,,Nedra,ramosula,1,,
8/2/2023,PS3,Noctuidae,Noctuniae,,Nedra,ramosula,1,,
10/6/2023,CP7,Noctuidae,Noctuinae,,Nedra,ramosula,1,,
7/20/2023,CP4,Geometridae,Ennominae,,Nematocampa,resistaria,1,,
8/16/2023,NB2,Noctuidae,Noctuniae,,Nephelodes,minians,1,,
9/12/2023,NB3,Noctuidae,Noctuniae,,Nephelodes,minians,4,,scales very worn on 2 specimens
9/12/2023,NB5,Noctuidae,Noctuniae,,Nephelodes,minians,6,,
9/14/2023,PS2,Noctuidae,Noctuniae,,Nephelodes,minians,1,,
9/15/2023,CP5,Noctuidae,Noctuniae,,Nephelodes,minians,2,,
9/22/2023,CP2,Noctuidae,Noctuinae,,Nephelodes,minians,2,,
9/22/2023,CP2,Noctuidae,Noctuniae,,Nephelodes,minians,2,,
9/22/2023,CP4,Noctuidae,Noctuinae,,Nephelodes,minians,3,,
9/22/2023,CP4,Noctuidae,Noctuniae,,Nephelodes,minians,2,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Nephelodes,minians,1,,
9/22/2023,CP7,Noctuidae,Noctuinae,,Nephelodes,minians,3,,
9/22/2023,CP7,Noctuidae,Noctuniae,,Nephelodes,minians,2,,
6/21/2023,PS4,Geometridae,Ennominae,,Nepytia,canosaria,1,,
7/25/2023,NB3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
7/26/2023,PS3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
8/1/2023,NB3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
8/2/2023,PS1,Geometridae,Ennominae,,Nepytia,canosaria,1,,
8/2/2023,PS2,Geometridae,Ennominae,,Nepytia,canosaria,1,,
8/2/2023,PS3,Geometridae,Ennominae,,Nepytia,canosaria,2,,
8/16/2023,NB2,Geometridae,Ennominae,,Nepytia,canosaria,1,,
8/17/2023,PS3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/12/2023,NB2,Geometridae,Ennominae,,Nepytia,canosaria,2,,
9/14/2023,PS2,Geometridae,Ennominae,,Nepytia,canosaria,2,,
9/14/2023,PS3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/14/2023,PS4,Geometridae,Ennominae,,Nepytia,canosaria,2,,
9/21/2023,PS4,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/21/2023,PS4,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP3,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP4,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP4,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP5,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/22/2023,CP5,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/26/2023,NB1,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/26/2023,NB1,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/26/2023,NB2,Geometridae,Ennominae,,Nepytia,canosaria,2,,
9/26/2023,NB2,Geometridae,Ennominae,,Nepytia,canosaria,2,,
9/27/2023,PS1,Geometridae,Ennominae,,Nepytia,canosaria,1,,
9/12/2023,NB3,Geometridae,Ennominae,,Nepytia,,2,,pellucidaria or canosaria
7/19/2023,PS4,Notodontidae,,,Nerice,bidentata,1,,
7/26/2023,PS5,Notodontidae,,,Nerice,bidentata,1,,scales worn
8/2/2023,PS1,Notodontidae,,,Nerice,bidentata,1,,
6/3/2023,PS4,Notodontidae ,,,Nerice ,bidentata,1,50,Prominant moth - Double toothed - through random search - this moth has that dress shirt like design on wings - but rubbed off a lot
9/12/2023,NB2,Noctuidae,Noctuniae,Noctuini,Noctua,comes,1,,
6/16/2023,CP4,Noctuidae,,,Noctua,pronuba,8,,
6/16/2023,CP5,Noctuidae,,,Noctua,pronuba,2,,Large yellow underwing
6/16/2023,CP6,Noctuidae,,,Noctua,pronuba,6,,
6/16/2023,CP7,Noctuidae,,,Noctua,pronuba,1,,Large yellow underwing
6/20/2023,NB2,Noctuidae,,,Noctua,pronuba,1,,Large yellow underwing
6/22/2023,CP2,Noctuidae,Noctuinae,,Noctua,pronuba,1,,
7/5/2023,NB3,Noctuidae,Noctuinae,,Noctua,pronuba,1,,
7/7/2023,CP2,Noctuidae,Noctuinae,,Noctua,pronuba,1,,
7/19/2023,PS2,Noctuidae,Noctuinae,,Noctua,pronuba,1,,
7/26/2023,PS3,Noctuidae,Noctuinae,Noctuini,Noctua,pronuba,1,,Introduced European species
8/17/2023,PS3,Noctuidae,Noctuniae,Noctuini,Noctua,pronuba,2,,
9/12/2023,NB1,Noctuidae,Noctuniae,Noctuini,Noctua,pronuba,1,,
9/22/2023,CP4,Noctuidae,Noctuinae,,Noctua,pronuba,3,,
9/22/2023,CP4,Noctuidae,Noctuniae,Noctuini,Noctua,pronuba,3,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Noctua,pronuba,6,,
9/22/2023,CP5,Noctuidae,Noctuniae,Noctuini,Noctua,pronuba,6,,
10/6/2023,CP4,Noctuidae,Noctuinae,,Noctua,pronuba,1,,
10/6/2023,CP5,Noctuidae,Noctuinae,,Noctua,pronuba,2,,
6/16/2023,CP3,Noctuidae,,,Noctua,,5,,
7/7/2023,CP7,Nolidae,Nolinae,,Nola,cilicoides,1,,
7/20/2023,CP3,Nolidae,Nolinae,,Nola,cilicoides,1,,
7/19/2023,PS5,Crambidae,Pyraustinae,,Nomophila,nearctica,1,,
10/6/2023,CP2,Crambidae,Spilomelinae,,Nomophila,nearctica,1,,
5/24/2023,NB3,Notodontidae,,,Notodonta,rova,1,,
7/5/2023,NB5,Notodontidae,,,Notodonta,scitipennis,1,,
8/16/2023,NB5,Notodontidae,,,Notodonta,scitipennis,1,,
6/14/2023,NB5,Notodontidae,,,Notodonta,torva,2,,
6/29/2023,NB3,Notodontidae,,,Notodonta,torva,1,,
5/7/2023,CP3,Notodontidae,,,Notodonta ,torva ,2,,
6/16/2023,CP2,Notodontidae,,,Notodonta ,torva ,1,,
6/21/2023,PS2,Noctuidae,,,Ochropleura,implecta,1,,
7/18/2023,NB2,Noctuidae,Noctuinae,,Ochropleura,implecta,1,,
10/6/2023,CP5,Noctuidae,Noctuinae,,Ochropleura,implecta,1,,
6/16/2023,CP3,Noctuidae,,,Ochropleura,,1,,
6/21/2023,PS1,Noctuidae,,,Ochropleura ,implecta ,2,,
6/20/2023,NB3,Notodontidae,,,Odontosia,elegans,1,,
7/19/2023,PS2,Notodontidae,,,Odontosia,elegans,1,,
7/19/2023,PS4,Notodontidae,,,Odontosia,elegans,1,,
5/7/2023,CP3,Noctuidae,,,Oligia ,modica ,1,,
8/17/2023,PS3,Drepanidae,,,Oreta,rosea,1,,
9/22/2023,CP5,Erebidae,Lymantriinae,,Orgyia,definita,1,,
9/22/2023,CP5,Erebidae,Lymantriinae,,Orgyia,definita,1,,Male
9/26/2023,NB3,Erebidae,Lymantriinae,,Orgyia,definita,1,,
9/26/2023,NB3,Erebidae,Lymantriinae,,Orgyia,definita,1,,Male
9/12/2023,NB3,Erebidae,Lymantriinae,,Orgyia,,1,,definita or leucostigma
6/22/2023,CP4,Noctuidae,Noctuinae,,Orthodes,cynica,2,,
6/22/2023,CP5,Noctuidae,Noctuinae,,Orthodes,cynica,5,,badly worn
6/29/2023,NB1,Noctuidae,Noctuinae,,Orthodes,cynica,1,,
6/29/2023,NB5,Noctuidae,Noctuinae,,Orthodes,cynica,1,,
6/30/2023,PS2,Noctuidae,Noctuinae,,Orthodes,cynica,1,,
6/20/2023,NB3,Noctuidae,,,Orthodes,detracta,1,,
6/21/2023,PS2,Noctuidae,,,Orthodes,detracta,2,,
6/21/2023,PS4,Noctuidae,Noctuinae,,Orthodes,detracta,2,80,
6/29/2023,NB1,Noctuidae,Noctuinae,,Orthodes,detracta,7,,
6/29/2023,NB2,Noctuidae,Noctuinae,,Orthodes,detracta,1,,
6/29/2023,NB3,Noctuidae,Noctuinae,,Orthodes,detracta,2,,
6/29/2023,NB5,Noctuidae,Noctuinae,,Orthodes,detracta,4,,
7/7/2023,CP7,Noctuidae,Noctuinae,,Orthodes,majuscula,1,,
7/20/2023,CP7,Noctuidae,Noctuinae,,Orthodes,majuscula,2,,
6/14/2023,NB3,Noctuidae,,,Orthodes,,1,,dark red brown  in colour
6/16/2023,CP7,Noctuidae,,,Orthodes,,1,,
6/22/2023,CP3,Noctuidae,Noctuinae,,Orthodes,,1,,somewhat worn-- should be possible to ID
6/22/2023,CP5,Noctuidae,Noctuinae,,Orthodes,,2,,badly worn
6/22/2023,CP6,Noctuidae,Noctuinae,,Orthodes,,6,,badly worn
6/22/2023,CP7,Noctuidae,Noctuinae,,Orthodes,,8,,badly worn
6/22/2023,CP7,Noctuidae,Noctuinae,,Orthodes,,4,,badly worn
6/29/2023,NB3,Noctuidae,Noctuinae,,Orthodes,,2,,badly worn
6/29/2023,NB5,Noctuidae,Noctuinae,,Orthodes,,1,,badly worn
6/30/2023,PS2,Noctuidae,Noctuinae,,Orthodes,,2,,badly worn
7/7/2023,CP7,Noctuidae,Noctuinae,,Orthodes,,1,,no close up
7/18/2023,NB1,Noctuidae,Noctuinae,,Orthodes,,1,,badly worn
6/3/2023,PS5,Noctuidae ,,,Orthodes,,1,50,"some quaker, so tattered hard to tell"
6/15/2023,PS1,Noctuidae ,,,Orthodes,,2,,
6/15/2023,PS3,Noctuidae ,,,Orthodes,,3,,
6/4/2023,CP5,Noctuidae,,,Orthodes ,cynica,1,50,Cynical Quaker - has faint circle outlines on wings
6/15/2023,PS2,Noctuidae,,,Orthodes ,cynica ,1,,
6/21/2023,PS1,Noctuidae,,,Orthodes ,cynica ,2,,
6/14/2023,NB5,Noctuidae,,,Orthodes ,detracta,1,,
6/15/2023,PS2,Noctuidae,,,Orthodes ,,,,
6/20/2023,NB2,Noctuidae ,,,Orthodes ,,3,,Orthodes
7/18/2023,NB1,Pyralidae,Phycitinae,,Ortholepis,pasadamia,1,,
6/21/2023,PS5,Geometridae,Larentiinae,,Orthonama,obstipata,1,80,Low res photo
5/7/2023,CP3,Noctuidae,,,Orthosia ,revicta,9,,
6/29/2023,NB1,Tortricidae,Olethreutinae,,Orthotaenia,undulana,4,,
7/6/2023,PS3,Crambidae,Pyraustinae,,Ostrinia,nubilalis,1,,
6/16/2023,CP5,Sphingidae,,,Pachysphinx,modesta,1,,Modest Sphinx
6/22/2023,CP2,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
6/22/2023,CP3,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
6/22/2023,CP4,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/6/2023,PS2,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/7/2023,CP3,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/7/2023,CP4,Sphingidae,Smerinthinae,,Pachysphinx,modesta,4,,
7/7/2023,CP7,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/18/2023,NB1,Sphingidae,Smerinthinae,,Pachysphinx,modesta,2,,
7/18/2023,NB2,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/20/2023,CP3,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/20/2023,CP4,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
7/26/2023,PS3,Sphingidae,Smerinthinae,,Pachysphinx,modesta,1,,
6/4/2023,CP4,Sphingidae ,,,Pachysphinx,modesta,1,90,
6/16/2023,CP7,Sphingidae ,,,Pachysphinx,modesta,1,,Modest Sphinx
7/5/2023,NB5,Sphingidae ,Smerinthinae,,Pachysphinx,modesta,1,,
6/3/2023,PS2,Sphingidae,,,Pachysphinx ,modesta,1,,modest sphinx
6/3/2023,PS4,Sphingidae,,,Pachysphinx ,modesta,1,,
6/3/2023,PS5,Sphingidae,,,Pachysphinx ,modesta,1,,modest sphinx
6/4/2023,CP3,Sphingidae,,,Pachysphinx ,modesta,1,,modest sphinx
6/4/2023,CP7,Sphingidae,,,Pachysphinx ,modesta,1,80,Modest Sphinx
6/14/2023,NB5,Sphingidae,,,Pachysphinx ,modesta,1,,
6/15/2023,PS1,Sphingidae,,,Pachysphinx ,modesta,1,,modest sphinx
6/16/2023,CP4,Sphingidae,,,Pachysphinx ,modesta,2,,
6/16/2023,CP6,Sphingidae,,,Pachysphinx ,modesta,1,,
6/20/2023,NB3,Sphingidae,,,Pachysphinx ,modesta,1,,
6/29/2023,NB3,Euteliidae,Euteliinae,,Paectes,abrostoloides,1,,
6/15/2023,PS1,Euteliidae,,,Paectes,oculatrix,2,,Eyed Paectes moth
6/16/2023,CP2,Erebidae,,,Palthis,angulalis,1,,
6/22/2023,CP4,Erebidae,Hermeniinae,,Palthis,angulalis,2,,
6/21/2023,PS4,Erebidae,Hermeniinae,,Palthis,asopialis,1,,
7/6/2023,PS1,Noctuidae,Pantheinae,,Panthea,acronyctoides,1,,
7/7/2023,CP7,Noctuidae,Noctuinae,,Panthea,acronyctoides,1,,
7/18/2023,NB3,Noctuidae,Noctuinae,,Panthea,acronyctoides,1,,
7/19/2023,PS4,Noctuidae,Noctuinae,,Panthea,acronyctoides,1,,
7/20/2023,CP3,Noctuidae,Noctuinae,,Panthea,acronyctoides,1,,
7/26/2023,PS3,Noctuidae,Pantheinae,,Panthea,acronyctoides,1,,
6/14/2023,NB1,Noctuidae,,,Panthea,furcilla,1,,Eastern Panthea Moth
6/29/2023,NB3,Noctuidae,Pantheinae,,Panthea,furcilla,1,,
7/25/2023,NB3,Noctuidae,Pantheinae,,Panthea,furcilla,2,,
8/16/2023,NB2,Noctuidae,Pantheinae,,Panthea,furcilla,1,,
5/24/2023,NB3,Noctuidae ,,,Panthea,furcilla,1,,
6/2/2023,NB2,Noctuidae,,,Panthea,,1,,
6/14/2023,NB2,Noctuidae,,,Panthea ,acronyctoides,2,,
6/20/2023,NB3,Noctuidae,,,Panthea ,acronyctoides,3,,
6/14/2023,NB3,Noctuidae,,,Panthea ,furcilla,8,,Eastern Panthea Moth
7/20/2023,CP4,Crambidae,Pyraustinae,,Pantographa,limata,1,,
6/21/2023,PS3,Sphingidae,,,Paonias,excaecata,1,,
6/22/2023,CP2,Sphingidae,Smerinthinae,,Paonias,excaecata,2,,
6/22/2023,CP5,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
6/22/2023,CP6,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
6/22/2023,CP7,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
6/30/2023,PS2,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
6/30/2023,PS3,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/7/2023,CP2,Sphingidae,Smerinthinae,,Paonias,excaecata,2,,
7/7/2023,CP7,Sphingidae,Smerinthinae,,Paonias,excaecata,3,,
7/18/2023,NB1,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/18/2023,NB2,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/18/2023,NB3,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/18/2023,NB5,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/19/2023,PS4,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/19/2023,PS5,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/20/2023,CP3,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/20/2023,CP4,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/25/2023,NB3,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/26/2023,PS3,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
7/27/2023,CP2,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
8/1/2023,NB2,Sphingidae,Smerinthinae,,Paonias,excaecata,1,,
6/21/2023,PS3,Sphingidae,,,Paonias,myops,1,,
6/22/2023,CP2,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/5/2023,NB3,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/6/2023,PS2,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/18/2023,NB1,Sphingidae,Smerinthinae,,Paonias,myops,3,,
7/18/2023,NB2,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/19/2023,PS4,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/19/2023,PS5,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/20/2023,CP4,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/20/2023,CP7,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/25/2023,NB2,Sphingidae,Smerinthinae,,Paonias,myops,1,,
7/25/2023,NB3,Sphingidae,Smerinthinae,,Paonias,myops,3,,
8/1/2023,NB3,Sphingidae,Smerinthinae,,Paonias,myops,1,,
6/14/2023,NB5,Sphingidae,,,Paonias ,excaecata,1,,
6/14/2023,NB1,Sphingidae ,,,Paonias ,excaecata,1,,blinded sphinx
6/3/2023,PS3,Sphingidae,,,Paonias ,myops,1,,
6/20/2023,NB1,Sphingidae,,,Paonias ,myops,1,,
6/20/2023,NB3,Sphingidae,,,Paonias ,myops,1,,
6/14/2023,NB5,Sphingidae,,,Paonias ,myops ,1,,
6/16/2023,CP2,Sphingidae,,,Paonias ,myops ,1,,
9/22/2023,CP2,Noctuidae,Noctuinae,,Papaipema,baptisiae,1,,
9/22/2023,CP2,Noctuidae,Noctuniae,,Papaipema,baptisiae,1,,
10/4/2023,NB3,Noctuidae,Noctuinae,,Papaipema,eupatorii,1,,
10/5/2023,PS2,Noctuidae,Noctuinae,,Papaipema,eupatorii,1,,
9/12/2023,NB1,Noctuidae,Noctuniae,,Papaipema,leucostigma,2,,
9/12/2023,NB2,Noctuidae,Noctuniae,,Papaipema,leucostigma,3,,
9/12/2023,NB3,Noctuidae,Noctuniae,,Papaipema,leucostigma,1,,
9/12/2023,NB5,Noctuidae,Noctuniae,,Papaipema,leucostigma,3,,
9/22/2023,CP2,Noctuidae,Noctuinae,,Papaipema,leucostigma,1,,
9/22/2023,CP2,Noctuidae,Noctuniae,,Papaipema,leucostigma,1,,
9/22/2023,CP5,Noctuidae,Noctuinae,,Papaipema,leucostigma,1,,
9/22/2023,CP5,Noctuidae,Noctuniae,,Papaipema,leucostigma,1,,
9/22/2023,CP7,Noctuidae,Noctuinae,,Papaipema,leucostigma,1,,
9/22/2023,CP7,Noctuidae,Noctuniae,,Papaipema,leucostigma,1,,
9/14/2023,PS4,Noctuidae,Noctuniae,,Papaipema,pterisii,1,,oblong white claviform and orbicular spots
9/26/2023,NB1,Noctuidae,Noctuinae,,Papaipema,pterisii,1,,
9/26/2023,NB1,Noctuidae,Noctuniae,,Papaipema,pterisii,1,,
9/26/2023,NB3,Noctuidae,Noctuinae,,Papaipema,pterisii,1,,
9/26/2023,NB3,Noctuidae,Noctuniae,,Papaipema,pterisii,1,,
10/4/2023,NB3,Noctuidae,Noctuinae,,Papaipema,pterisii,1,,
9/22/2023,CP7,Noctuidae,Noctuinae,,Papaipema,unimoda,1,,
9/22/2023,CP7,Noctuidae,Noctuniae,,Papaipema,unimoda,1,,
10/6/2023,CP7,Noctuidae,Noctuinae,,Papaipema,unimoda,1,,
8/17/2023,PS1,Crambidae,Acentropinae,,Parapoynx,badiusalis,1,,
7/25/2023,NB3,Crambidae,Acentropinae,,Parapoynx,maculalis,1,,
9/22/2023,CP7,Crambidae,Crambinae,,Pediasia,trisecta,1,,
6/21/2023,PS4,Crambidae,Crambinae,,Pediasia,,1,,Grass veneer
9/27/2023,PS4,Tortricidae,Olethreutinae,,Pelochrista,dorsisignatana,1,,
6/21/2023,PS1,Geometridae,,,Peoria ,approximella,2,,
7/18/2023,NB3,Notodontidae,,,Peridea,angulosa,1,,
7/20/2023,CP3,Notodontidae,Phalerinae,,Peridea,basitriens,1,,
6/20/2023,NB2,Notodontidae,,,Peridea,ferruginea,1,,Chocolate Prominent Moth
7/5/2023,NB2,Notodontidae,,,Peridea,ferruginea,1,,
7/7/2023,CP4,Notodontidae,,,Peridea,ferruginea,1,,
7/20/2023,CP3,Notodontidae,Phalerinae,,Peridea,ferruginea,1,,
6/15/2023,PS2,Noctuidae,,,Peridroma ,saucia,1,,
7/20/2023,CP3,Geometridae,Ennominae,,Pero,ancetaria,1,,shape of PM line
7/20/2023,CP7,Geometridae,Ennominae,,Pero,honestaria,1,,PM line shape
7/26/2023,PS3,Geometridae,Ennominae,,Pero,honestaria,1,,
8/2/2023,PS1,Geometridae,Ennominae,,Pero,honestaria,1,,
8/2/2023,PS3,Geometridae,Ennominae,,Pero,honestaria,1,,
8/17/2023,PS3,Geometridae,Ennominae,,Pero,honestaria,1,,Female?
7/26/2023,PS1,Geometridae,Ennominae,,Pero,morrisonaria,1,,
8/2/2023,PS4,Geometridae,Ennominae,,Pero,morrisonaria,2,,photo of 1 specimen of poor quality
5/16/2023,CP3,Geometridae,Ennominae,,Pero,,3,,
5/16/2023,CP7,Geometridae,,,Pero,,1,,
5/26/2023,PS3,Geometridae,,,Pero,,1,,
6/20/2023,NB2,Geometridae,,,Pero,,2,,
6/20/2023,NB3,Geometridae,,,Pero,,1,,
6/20/2023,NB5,Geometridae,,,Pero,,1,,
7/27/2023,CP2,Geometridae,Ennominae,,Pero,,3,,honestaria or morrisonaria; scales very worn
6/2/2023,NB2,Geometridae ,,,Pero,,2,,
6/14/2023,NB5,Geometridae,,,Pero ,honestaria,2,,
6/15/2023,PS2,Geometridae,,,Pero ,honestaria,1,,
6/16/2023,CP2,Geometridae,,,Pero ,honestaria,1,,
6/16/2023,CP6,Geometridae,,,Pero ,honestaria,1,,
6/20/2023,NB1,Geometridae,,,Pero ,honestaria,1,,
6/21/2023,PS2,Geometridae,,,Pero ,honestaria,2,,
6/2/2023,NB2,Geometridae ,,,Phaeoura,,1,,
7/18/2023,NB5,Erebidae,Hermeniidae,,Phalaenostola,larentioides,1,,
7/20/2023,CP4,Erebidae,Hermeniidae,,Phalaenostola,larentioides,1,,
7/20/2023,CP6,Erebidae,Hermeniidae,,Phalaenostola,larentioides,1,,
7/25/2023,NB3,Erebidae,Hermeniidae,,Phalaenostola,larentioides,1,,
5/24/2023,NB3,Notodontidae,,,Pheosia,rimosa,1,,
6/2/2023,NB1,Notodontidae,,,Pheosia,rimosa,1,,
6/4/2023,CP6,Notodontidae,,,Pheosia,rimosa,1,80,
6/14/2023,NB2,Notodontidae,,,Pheosia,rimosa,1,,
6/14/2023,NB3,Notodontidae,,,Pheosia,rimosa,4,,black-rimmed prominant
6/21/2023,PS1,Notodontidae,,,Pheosia,rimosa,1,,
6/22/2023,CP2,Notodontidae,,,Pheosia,rimosa,1,,
7/20/2023,CP4,Notodontidae,Notodontinae,,Pheosia,rimosa,1,,
7/25/2023,NB3,Notodontidae,Notodontinae,,Pheosia,rimosa,1,,
7/26/2023,PS1,Notodontidae,,,Pheosia,rimosa,1,,forewing worn
7/26/2023,PS3,Notodontidae,,,Pheosia,rimosa,1,,forewing worn
8/16/2023,NB1,Notodontidae,,,Pheosia,rimosa,1,,
8/16/2023,NB2,Notodontidae,,,Pheosia,rimosa,2,,
8/16/2023,NB5,Notodontidae,,,Pheosia,rimosa,6,,
8/17/2023,PS1,Notodontidae,,,Pheosia,rimosa,1,,
8/17/2023,PS3,Notodontidae,,,Pheosia,rimosa,2,,
6/2/2023,NB3,Notodontidae,,,Pheosia ,rimosa,2,,
6/3/2023,PS4,Notodontidae ,,,Pheosia ,rimosa,1,60,black-rimmed prominant - bit tattered but blackdashes and white streaking distinct
8/1/2023,NB3,Geometridae,Ennominae,,Phigalia,titea,1,,
5/7/2023,CP3,Geometridae,,,Phigalia,,3,,maybe Phigalia strigataria
6/2/2023,NB3,Geometridae ,Ennominae,,Phigalia ,titea,1,75,
7/5/2023,NB2,Noctuidae,Noctuinae,,Phlogophora,iris,1,,
6/21/2023,PS4,Noctuidae,Noctuinae,,Phlogophora,periculosa,1,,
6/14/2023,NB2,Noctuidae,,,Phlogophora,,1,,angle shades: either olive/brown
6/16/2023,CP7,Noctuidae,,,Phlogophora,,1,,
6/30/2023,PS2,Noctuidae,Noctuinae,,Phlogophora,,1,,badly worn
5/24/2023,NB1,Erebidae,,,Phragmatobia,assimilans,1,,large ruby tiger moth
5/24/2023,NB3,Erebidae,Arctiinae ,,Phragmatobia,,1,,Ruby tiger moth species
5/24/2023,NB5,Erebidae,,,Phragmatobia,,2,25,seems incorrect: large ruby tiger
5/16/2023,CP7,Erebidae,,,Phragmatobia ,fuliginosa,1,,
5/15/2023,NB4,Lasiocampidae,,,Phyllodesma,americana,1,,
5/16/2023,CP7,Lasiocampidae,,,Phyllodesma,americana,5,,
5/16/2023,CP3,Lasiocampidae,,,Phyllodesma,americana ,1,,
6/3/2023,PS1,Lasiocampidae,,,Phyllodesma ,americana,1,,
5/7/2023,CP7,Lasiocampidae ,,,Phyllodesma ,americana,1,,
6/2/2023,NB3,Lasiocampidae ,,,Phyllodesma ,americana,1,,
5/7/2023,CP5,Geometridae ,Ennominae,,Plagodis ,phlogosaria,2,,
6/22/2023,CP2,Tortricidae,Tortricinae,,Platynota,idaeusalis,2,80,
9/22/2023,CP2,Pterophoridae,Pterophorinae,,Platyptilia,carduidactylus,1,,
9/22/2023,CP2,Pterophoridae,,,Platyptilia,carduidactylus,1,,
8/16/2023,NB1,Noctuidae,Plusiinae,,Plusia,putnami,1,,
8/17/2023,PS1,Noctuidae,Plusiinae,,Plusia,putnami,1,,
